Date,Latitude,Longitude,GPS Elevation (m),RSRQ (dB),RSRP (dBm),GPS HDOP,Network Band,GPS Speed (km/h),deg,min
Sat May 29 2021 08:46:17 UTC,44.99785167,-93.24130167,270,-11,-90,0.8,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 08:47:16 UTC,44.99785667,-93.24130167,269,-8,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 08:48:17 UTC,44.99785667,-93.24130167,269,-9,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 08:49:17 UTC,44.99785667,-93.24130167,269,-12,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 08:50:17 UTC,44.99785667,-93.24130167,269,-9,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 08:51:17 UTC,44.99785667,-93.24130167,269,-8,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 08:52:17 UTC,44.99785667,-93.24130167,269,-9,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 08:53:17 UTC,44.99785667,-93.24130167,269,-9,-90,1.1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 08:55:13 UTC,44.99785667,-93.24130167,269,-10,-90,1.1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 08:56:13 UTC,44.99785667,-93.24130167,269,-9,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 08:57:13 UTC,44.99785667,-93.24130167,269,-8,-90,1.1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 08:58:13 UTC,44.99785667,-93.24130167,269,-13,-90,1.1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 08:59:13 UTC,44.99785667,-93.241295,269,-9,-90,1,LTE BAND 2,0,93,0.241295
Sat May 29 2021 09:00:12 UTC,44.99786,-93.241295,269,-11,-90,1.1,LTE BAND 2,0,93,0.241295
Sat May 29 2021 09:01:13 UTC,44.99785667,-93.241295,269,-11,-90,1.1,LTE BAND 2,0,93,0.241295
Sat May 29 2021 09:02:13 UTC,44.99785667,-93.241295,269,-8,-90,1.1,LTE BAND 2,0,93,0.241295
Sat May 29 2021 09:03:13 UTC,44.99785667,-93.24130167,269,-10,-90,1.2,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:04:13 UTC,44.99785667,-93.24130167,269,-8,-90,1.1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:05:12 UTC,44.99785667,-93.24130167,269,-9,-90,1.2,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:06:12 UTC,44.99785667,-93.24130167,269,-10,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:07:12 UTC,44.99785667,-93.24130167,269,-9,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:08:13 UTC,44.99785667,-93.24130167,269,-10,-90,1.1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:09:18 UTC,44.99785667,-93.24130167,269,-9,-90,1.1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:10:18 UTC,44.99785667,-93.24130167,269,-9,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:11:18 UTC,44.99785667,-93.24130167,269,-10,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:12:18 UTC,44.99785667,-93.24130167,269,-8,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:13:17 UTC,44.99785667,-93.24130167,269,-8,-90,1.2,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:14:17 UTC,44.99785667,-93.24130167,269,-9,-90,1.1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:15:17 UTC,44.99785667,-93.24130167,269,-8,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:16:18 UTC,44.99785667,-93.24130167,269,-8,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:17:18 UTC,44.99785667,-93.24130167,269,-11,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:18:18 UTC,44.99785667,-93.24130167,269,-9,-90,1.4,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:19:18 UTC,44.99785667,-93.24130167,269,-9,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:20:18 UTC,44.99785667,-93.24130167,269,-13,-90,1.1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:21:17 UTC,44.99785667,-93.24130167,269,-9,-90,1.1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:22:18 UTC,44.99785667,-93.24130167,269,-9,-90,1.1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:23:18 UTC,44.99785667,-93.24130167,269,-9,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:24:17 UTC,44.99785667,-93.24130167,270,-9,-90,1.1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:25:17 UTC,44.99785167,-93.24130167,270,-11,-90,1.1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:26:18 UTC,44.99785167,-93.24130167,270,-8,-90,1.1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:27:18 UTC,44.99785167,-93.24130167,270,-11,-90,1.1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:28:18 UTC,44.99785167,-93.24130167,270,-9,-90,1.3,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:29:18 UTC,44.99785167,-93.24130167,270,-8,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:30:17 UTC,44.99785167,-93.24130167,270,-11,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:31:17 UTC,44.99785167,-93.24130167,270,-8,-90,1.1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:32:18 UTC,44.99785167,-93.24130167,270,-10,-90,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:33:18 UTC,44.99785167,-93.24130167,270,-8,-90,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:34:18 UTC,44.99785167,-93.24130167,270,-10,-90,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:35:18 UTC,44.99785167,-93.24130167,270,-11,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:36:17 UTC,44.99785167,-93.24130167,270,-9,-90,1.1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:37:17 UTC,44.99785167,-93.24130167,270,-9,-90,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:38:18 UTC,44.99785167,-93.24130167,270,-10,-90,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:39:17 UTC,44.99785167,-93.24130167,270,-10,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:40:18 UTC,44.99785167,-93.24130167,270,-8,-90,1.3,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:41:18 UTC,44.99785167,-93.24130167,270,-8,-90,1.1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:42:17 UTC,44.99785167,-93.24130167,270,-9,-90,1.5,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:43:17 UTC,44.99785167,-93.24130167,270,-10,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:44:17 UTC,44.99785167,-93.24130167,270,-10,-90,1.1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:45:17 UTC,44.99785167,-93.24130167,270,-10,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:46:18 UTC,44.99785167,-93.24130167,270,-11,-90,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:47:18 UTC,44.99785167,-93.24130167,270,-9,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:48:18 UTC,44.99785167,-93.24130167,270,-9,-90,1.1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:49:18 UTC,44.99785167,-93.24130167,270,-10,-90,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:50:17 UTC,44.99785167,-93.24130167,270,-9,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:51:17 UTC,44.99785167,-93.24130167,270,-9,-90,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:52:18 UTC,44.99785167,-93.24130167,270,-9,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:53:18 UTC,44.99785167,-93.24130167,270,-10,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:55:14 UTC,44.99785167,-93.24130167,270,-9,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:56:13 UTC,44.99785167,-93.24130167,270,-9,-90,1.1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:57:13 UTC,44.99785167,-93.24130167,270,-9,-90,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:58:14 UTC,44.99785167,-93.24130167,270,-10,-90,0.8,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 09:59:14 UTC,44.99785167,-93.24130167,270,-10,-90,0.8,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:00:14 UTC,44.99785167,-93.24130167,270,-10,-90,0.8,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:01:13 UTC,44.99785167,-93.24130167,270,-9,-90,0.8,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:02:14 UTC,44.99785167,-93.24130167,270,-10,-90,0.8,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:03:13 UTC,44.99785167,-93.24130167,270,-9,-90,0.8,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:04:14 UTC,44.99785167,-93.24130167,270,-9,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:05:14 UTC,44.99785167,-93.24130167,270,-8,-90,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:06:14 UTC,44.99785167,-93.24130167,270,-10,-90,1.1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:07:13 UTC,44.99785167,-93.24130167,270,-9,-90,0.8,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:08:13 UTC,44.99785167,-93.24130167,270,-10,-90,0.8,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:09:17 UTC,44.99785167,-93.24130167,270,-8,-90,0.8,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:10:16 UTC,44.99785167,-93.24130167,270,-8,-90,0.7,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:11:16 UTC,44.99785167,-93.24130167,270,-8,-90,0.8,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:12:17 UTC,44.99785167,-93.24130167,270,-8,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:13:17 UTC,44.99785167,-93.24130167,270,-8,-90,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:14:17 UTC,44.99785167,-93.24130167,270,-8,-90,1.2,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:16:17 UTC,44.99785167,-93.24130167,270,-10,-90,1.1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:17:16 UTC,44.99785167,-93.24130167,270,-10,-90,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:18:16 UTC,44.99785167,-93.24131,270,-9,-90,1,LTE BAND 2,0,93,0.24131
Sat May 29 2021 10:19:17 UTC,44.99785167,-93.24131,270,-8,-90,1.2,LTE BAND 2,0,93,0.24131
Sat May 29 2021 10:20:17 UTC,44.99785167,-93.24131,270,-11,-90,1,LTE BAND 2,0,93,0.24131
Sat May 29 2021 10:22:17 UTC,44.99785167,-93.24130167,270,-10,-90,1.1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:23:17 UTC,44.99785167,-93.24130167,270,-9,-90,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:24:18 UTC,44.99785167,-93.24130167,270,-9,-90,0.8,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:25:18 UTC,44.99785167,-93.24130167,270,-9,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:26:18 UTC,44.99785167,-93.24130167,270,-8,-90,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:27:18 UTC,44.99785167,-93.24130167,270,-9,-90,1.5,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:28:18 UTC,44.99785167,-93.24130167,270,-10,-90,0.8,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:29:17 UTC,44.99785167,-93.24130167,270,-10,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:30:17 UTC,44.99785167,-93.24130167,270,-10,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:31:18 UTC,44.99785167,-93.24130167,270,-9,-90,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:32:18 UTC,44.99785167,-93.24130167,270,-10,-90,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:33:18 UTC,44.99785167,-93.24130167,270,-11,-90,0.8,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:34:18 UTC,44.99785167,-93.24130167,270,-12,-90,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:35:17 UTC,44.99785167,-93.24130167,270,-10,-90,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:36:17 UTC,44.99785167,-93.24130167,270,-9,-90,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:37:18 UTC,44.99785167,-93.24130167,270,-11,-90,0.8,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:38:18 UTC,44.99785167,-93.24130167,270,-11,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:39:17 UTC,44.99785167,-93.24130167,270,-9,-90,1.1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:40:17 UTC,44.99785167,-93.24130167,270,-9,-90,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:41:17 UTC,44.99785167,-93.24130167,270,-9,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:42:18 UTC,44.99785167,-93.24130167,270,-10,-90,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:43:18 UTC,44.99785167,-93.24130167,270,-9,-90,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:44:18 UTC,44.99785167,-93.24130167,270,-9,-90,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:45:18 UTC,44.99785167,-93.24130167,270,-10,-90,1.4,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:46:18 UTC,44.99785167,-93.24130167,270,-9,-90,1.1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:47:17 UTC,44.99785167,-93.24130167,270,-9,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:48:18 UTC,44.99785167,-93.24130167,270,-10,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:49:18 UTC,44.99785167,-93.24130167,270,-9,-90,1.3,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:50:18 UTC,44.99785167,-93.24130167,270,-11,-90,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:51:18 UTC,44.99785167,-93.24130167,270,-10,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:52:18 UTC,44.99785167,-93.24130167,270,-13,-90,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:53:18 UTC,44.99785167,-93.24130167,270,-12,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:54:17 UTC,44.99785167,-93.24130167,270,-9,-90,1.1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:55:18 UTC,44.99785167,-93.24130167,270,-13,-90,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:56:18 UTC,44.99784833,-93.24130167,270,-15,-90,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:57:18 UTC,44.99784833,-93.24130167,270,-12,-90,1.1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:58:18 UTC,44.99784833,-93.24130167,270,-15,-90,1.1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 10:59:18 UTC,44.99784833,-93.24130167,270,-12,-90,1.1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:00:17 UTC,44.99784833,-93.24130167,270,-11,-90,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:01:18 UTC,44.99784833,-93.24130167,270,-14,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:02:18 UTC,44.99784833,-93.24130167,270,-9,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:03:18 UTC,44.99784833,-93.24130167,270,-13,-90,1.1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:04:18 UTC,44.99785167,-93.24130167,270,-10,-90,1.1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:05:18 UTC,44.99784833,-93.24130167,270,-12,-90,1.2,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:06:18 UTC,44.99784833,-93.24130167,270,-9,-90,1.1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:07:18 UTC,44.99784833,-93.24130167,270,-11,-90,1.1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:08:18 UTC,44.99784833,-93.24130167,270,-10,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:09:17 UTC,44.99784833,-93.24130167,270,-9,-90,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:10:17 UTC,44.99784833,-93.24130167,270,-10,-90,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:11:18 UTC,44.99784833,-93.24130167,270,-8,-90,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:12:18 UTC,44.99784833,-93.24130167,270,-9,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:13:18 UTC,44.99784833,-93.24130167,270,-11,-90,0.8,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:14:18 UTC,44.99784833,-93.24130167,270,-8,-90,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:15:18 UTC,44.99784833,-93.24130167,270,-14,-91,1.1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:16:17 UTC,44.99784833,-93.24130167,270,-9,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:17:18 UTC,44.99784833,-93.24130167,270,-9,-90,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:18:18 UTC,44.99784833,-93.24130167,270,-13,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:19:18 UTC,44.99784833,-93.24130167,270,-10,-90,1.1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:20:18 UTC,44.99784833,-93.24130167,270,-10,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:21:17 UTC,44.99784833,-93.24130167,270,-8,-90,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:22:17 UTC,44.99784833,-93.24130167,270,-9,-90,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:23:18 UTC,44.99784833,-93.24130167,270,-9,-90,1.1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:24:17 UTC,44.99784833,-93.24130167,270,-10,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:25:17 UTC,44.99784833,-93.24130167,270,-8,-90,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:26:17 UTC,44.99784833,-93.24130167,270,-9,-90,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:27:18 UTC,44.99784833,-93.24130167,270,-10,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:28:18 UTC,44.99784833,-93.24130167,270,-9,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:29:18 UTC,44.99784833,-93.24130167,270,-10,-90,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:30:18 UTC,44.99784833,-93.24130167,270,-9,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:31:18 UTC,44.99784833,-93.24130167,270,-10,-90,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:32:17 UTC,44.99784833,-93.24130167,270,-9,-90,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:33:18 UTC,44.99784833,-93.24130167,270,-9,-90,1.1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:34:18 UTC,44.99784833,-93.24130167,270,-8,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:35:18 UTC,44.99784833,-93.24130167,270,-11,-90,0.8,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:36:17 UTC,44.99784833,-93.24130167,270,-10,-90,0.8,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:37:17 UTC,44.99784833,-93.24130167,270,-9,-90,1.1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:38:17 UTC,44.99784833,-93.24130167,270,-9,-90,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:40:14 UTC,44.99784833,-93.24130167,270,-9,-90,0.8,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:41:14 UTC,44.99784833,-93.24130167,270,-10,-90,0.8,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:42:14 UTC,44.99784833,-93.24130167,270,-11,-90,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:43:14 UTC,44.99784833,-93.24130167,270,-8,-90,0.8,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:44:13 UTC,44.99784833,-93.24130167,270,-9,-90,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:45:14 UTC,44.99784833,-93.24130167,270,-10,-90,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:46:14 UTC,44.99784833,-93.24130167,269,-10,-90,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:47:14 UTC,44.99784833,-93.24130167,269,-11,-90,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:48:14 UTC,44.99784833,-93.24130167,269,-9,-90,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:49:14 UTC,44.99784833,-93.24130167,269,-11,-90,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:50:14 UTC,44.99784833,-93.24130167,269,-11,-90,1.1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:51:14 UTC,44.99784833,-93.24130167,269,-9,-90,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:52:14 UTC,44.99784833,-93.24130167,269,-8,-90,0.8,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:53:14 UTC,44.99784833,-93.24130167,269,-9,-90,0.8,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:54:17 UTC,44.99784833,-93.24130167,269,-9,-90,0.8,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:55:17 UTC,44.99784833,-93.24130167,269,-10,-90,0.8,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:56:17 UTC,44.99784833,-93.24130167,269,-8,-91,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:57:17 UTC,44.99784833,-93.24130167,269,-8,-90,0.8,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:58:17 UTC,44.99784833,-93.24130167,269,-9,-90,0.8,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 11:59:17 UTC,44.99784833,-93.24130167,269,-10,-90,0.8,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 12:00:17 UTC,44.99784833,-93.24130167,269,-11,-90,0.8,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 12:01:16 UTC,44.99784833,-93.24130167,269,-11,-90,0.8,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 12:02:17 UTC,44.99784833,-93.24130167,269,-11,-90,0.8,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 12:03:17 UTC,44.99784833,-93.24130167,269,-8,-90,0.7,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 12:04:17 UTC,44.99784833,-93.24130167,269,-11,-90,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 12:05:17 UTC,44.99784833,-93.24130167,269,-9,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 12:06:17 UTC,44.99784833,-93.24130167,269,-9,-90,0.8,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 12:07:17 UTC,44.99784833,-93.241295,269,-11,-91,0.8,LTE BAND 2,0,93,0.241295
Sat May 29 2021 12:08:17 UTC,44.99784833,-93.241295,269,-9,-90,0.8,LTE BAND 2,0,93,0.241295
Sat May 29 2021 12:09:17 UTC,44.99784833,-93.24130167,269,-8,-90,0.8,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 12:10:17 UTC,44.99784833,-93.24130167,269,-9,-90,0.8,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 12:11:16 UTC,44.99784833,-93.24130167,269,-11,-90,0.8,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 12:12:17 UTC,44.99784833,-93.24130167,269,-9,-90,0.8,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 12:13:17 UTC,44.99784833,-93.24130167,269,-12,-90,0.8,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 12:14:17 UTC,44.99784833,-93.24130167,269,-11,-90,0.8,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 12:15:17 UTC,44.99784833,-93.24130167,269,-11,-90,0.9,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 12:16:17 UTC,44.99784833,-93.24130167,269,-9,-90,1,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 12:17:16 UTC,44.99784833,-93.24130167,269,-10,-90,0.8,LTE BAND 2,0,93,0.241301667
Sat May 29 2021 12:18:16 UTC,44.99784833,-93.241295,269,-9,-90,0.8,LTE BAND 2,0,93,0.241295
Sat May 29 2021 12:19:17 UTC,44.99784833,-93.241295,269,-9,-90,1,LTE BAND 2,0,93,0.241295
Sat May 29 2021 12:20:17 UTC,44.99784833,-93.241295,269,-11,-90,0.9,LTE BAND 2,0,93,0.241295
Sat May 29 2021 12:21:17 UTC,44.99784833,-93.241295,269,-11,-90,0.9,LTE BAND 2,0,93,0.241295
Sat May 29 2021 12:22:17 UTC,44.99784833,-93.241295,269,-11,-90,0.8,LTE BAND 2,0,93,0.241295
Sat May 29 2021 12:23:17 UTC,44.99784833,-93.241295,269,-13,-90,0.8,LTE BAND 2,0,93,0.241295
Sat May 29 2021 12:24:17 UTC,44.99784833,-93.241295,269,-8,-90,0.8,LTE BAND 2,0,93,0.241295
Sat May 29 2021 12:25:17 UTC,44.99784833,-93.241295,269,-9,-91,0.9,LTE BAND 2,0,93,0.241295
Sat May 29 2021 12:26:16 UTC,44.99784833,-93.241295,269,-9,-90,1,LTE BAND 2,0,93,0.241295
Sat May 29 2021 12:27:16 UTC,44.99784833,-93.241295,269,-9,-90,0.8,LTE BAND 2,0,93,0.241295
Sat May 29 2021 12:28:17 UTC,44.99784833,-93.241295,269,-11,-91,0.8,LTE BAND 2,0,93,0.241295
Sat May 29 2021 12:29:17 UTC,44.99784833,-93.241295,269,-11,-89,0.8,LTE BAND 2,0,93,0.241295
Sat May 29 2021 12:30:17 UTC,44.99784833,-93.241295,269,-9,-90,0.8,LTE BAND 2,0,93,0.241295
